business_id,business_name,business_address,business_postal_code,inspection_date,inspection_score,inspection_type,violation_description,risk_category,current_supervisor_districts
5200,LATINO CUISINE CULINARY ACADEMY,2929 19th St,941102019,2017-11-01,98.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,2.0
33916,Extreme Pizza,1062 Folsom St,94103,2019-02-13,88.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,10.0
2397,PLOY #2 THAI CUISINE,1770 HAIGHT St,94117,2017-03-01,74.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,11.0
286,PUNJAB KABAB HOUSE,101 EDDY St,94102,2016-11-02,82.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,10.0
1347,CREPES ON COLE,100 CARL St,94117,2018-11-06,92.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,11.0
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,94115,2019-08-01,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,11.0
1018,PETES BARBEQUE,2399 MISSION St,94110,2017-07-18,83.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
2428,LA GALLINITA,2989 24th St,94110,2019-03-20,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
884,House of Nanking,919 Kearny St,94133,2017-12-06,92.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
32733,Xanath Ice Cream,951 Valencia St,94110,2016-10-20,96.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,2.0
61,Chowders,Pier 39  Space A3,94133,2017-11-28,94.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
1734,SAI JAI THAI,771 O'FARRELL St,94109,2019-02-26,70.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,10.0
2725,BOBOQUIVARI'S,1450 LOMBARD St,94123,2018-07-05,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,6.0
63757,Ajisen Ramen,865 Market St #STC-12,94103,2017-03-29,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0
60210,Cafe Seventy 8,78 29th St,94110,2019-04-01,86.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0
33145,"7-Eleven, Store 2231-33006B",2650 Mason St,94133,2017-09-14,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
1144,Star Bagels,1475 Polk St,94109,2018-08-28,92.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,3.0
1813,Cesario,601 Sutter St,94102,2019-02-13,78.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
39403,Frisco Fried,5176 03rd St,94124,2017-01-10,86.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,9.0
5862,MARTIN L. KING MIDDLE SCHOOL,350 GIRARD St,94134,2017-02-21,91.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,2.0
6965,Hang Seng Meat Market,834 Jackson St,94133,2018-12-19,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
2737,CAFFE' ROMA,885 Bryant St,94103,2019-05-31,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
63940,Mi Pueblito Market,2765 Mission St,94110,2019-08-07,85.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
64154,"Yummy Dim Sum & Fast Food, LLC",930 Stockton St,94108,2019-01-02,88.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
68403,Empero Taste,4052 BALBOA St,94121,2018-06-25,75.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,4.0
2437,MANORA'S THAI CUISINE,1600 FOLSOM St,94103,2019-09-16,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
38797,Dosa on Fillmore,1700 Fillmore St,94115,2019-06-25,92.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,11.0
2454,San Jalisco,901 South Van Ness Ave,94110,2017-05-24,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
36570,"7-Eleven, Store 2366-21389F",2200 BAYSHORE Blvd,94134,2016-12-17,85.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,9.0
2716,RED A BAKERY,634 CLEMENT St,94118,2017-10-16,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
16441,Hawaiian Drive Inn,2600 San Bruno Ave,94134,2019-02-11,76.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
2004,Elaine's Kitchen,434 Broadway St,94133,2019-04-08,69.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
1978,GOLDEN CHARIOT BAKERY & REST,3308 BALBOA St,94121,2016-10-17,80.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
26149,Mrs. Fields Cookies,865 Market St 9000,94103,2018-05-16,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
73,Santino's Vino,2101 Fillmore St,94115,2019-07-11,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,6.0
4607,New Golden Daisy,1041 Stockton St,94108,2017-11-08,85.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,3.0
2409,Mission Hunan Restaurant,2960 16th St,94103,2018-02-01,72.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2.0
4544,GENE'S LIQUOR,2201 TARAVAL St,94116,2019-06-05,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
2907,Bon Appetit @ USF-Market Cafe,2130 FULTON St,94117,2017-12-04,83.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,4.0
1065,UNIVERSAL CAFE,2814 19th St,94110,2017-09-06,81.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,2.0
3951,KIRIN RESTAURANT,6135 GEARY Blvd,94121,2017-09-20,79.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,4.0
4963,CAL MART SUPERMARKET,3585 CALIFORNIA St,94118,2017-10-31,83.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,6.0
38808,PPQ Beef Noodle House,1816 IRVING St,94122,2017-07-11,74.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,94110,2018-09-19,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
38485,Sweet Passion Bakery,3020 TARAVAL St,94116,2019-09-24,92.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,7.0
3456,"CANTON DIM SUM HOUSE, INC.",655 Folsom St,94107,2018-02-08,71.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0
2619,KEZAR BAR & RESTAURANT,900 COLE St,94117,2018-02-06,85.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,11.0
7394,TORINO MARKET,4830 03rd St,94124,2018-01-03,88.0,Routine - Unscheduled,Other low risk violation,Low Risk,9.0
7691,Golden Bear,Pier 41,94133,2018-02-23,96.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
59838,OTD,2232 Bush St,94115,2019-02-11,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,11.0
4702,SHUFAT MARKET,3807 24th St,94114,2019-08-05,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0
2469,Okoze Sushi,1207 Union St,94109,2018-04-05,98.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
62532,Pica Pica,401 VALENCIA St,94103,2016-11-02,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
1366,CAFE LA TAZA,2475A MISSION,94110,2018-10-25,80.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
11379,ALAMO SQUARE MARKET,535 SCOTT ST,94117,2018-04-24,79.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,11.0
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,2019-03-11,65.0,Routine - Unscheduled,Noncompliance with shell fish tags or display,Moderate Risk,2.0
37166,Luce Restaurant &  Bar,888 Howard St 1st Floor,94103,2019-09-09,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
4753,Tan's Cafe III,155 Francisco St,94133,2018-02-15,98.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
5927,CORNERSTONES ACADEMY,801 SILVER Ave,94134,2017-02-23,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
2144,SHERA.-PAL.HOTEL MAXFIELD'S GRILL,2 NEW MONTGOMERY St,94105,2017-12-12,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
3309,ALBORZ,1245 VAN NESS Ave,94109,2019-03-05,81.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,6.0
11610,On Lok,225 30th St,94131,2016-12-27,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
1526,CHOUQUET'S,2500 WASHINGTON St,94115,2017-05-04,85.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,6.0
606,TSING TAO RESTAURANT,3107 CLEMENT St,94121,2018-07-24,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,4.0
3607,Station Cafe,1 ZOO Rd,94132,2017-08-18,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,8.0
4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE Ave,94112,2019-08-26,92.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,1.0
4656,STARBUCKS COFFEE CO,120 04th St,94103,2016-10-11,96.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,10.0
38885,Lucky's #756,1750 FULTON St,94117,2017-10-31,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0
2970,Good Earth Cafe,835 Kearny St,94108,2018-03-05,96.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,3.0
62551,Hotel Nikko-San Francisco - Harmony Room,"222 Mason St,  B1st Floor",94102,2019-04-12,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
3870,LA ALTENA,3346 MISSION St,94110,2018-01-05,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
3630,MAD DOG IN THE FOG,530 HAIGHT St,94117,2018-01-30,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,11.0
200,JIM'S SMOKE SHOP,600 20th St,94107,2017-01-04,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,9.0
10170,Piaza Pellegrini,659 Columbus Ave,94133,2018-05-01,82.0,Routine - Unscheduled,High risk vermin infestation,High Risk,3.0
2352,SMILE'S  B.B.Q.,2619 MISSION St,94110,2019-07-22,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,2.0
63576,Angkor Borei Restaurant,3471 MISSION St,94110,2019-05-14,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,2.0
3374,Daily Grill,347 Geary St,94102,2018-12-14,84.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
1850,Battery Street Coffee Roastery,950 Battery St,94111,2019-02-15,84.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
2252,Niji Japanese Grille,50 Post St Space #53,94104,2017-12-15,84.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
34591,La Laguna,3906 03rd St,94124,2018-03-07,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,9.0
3796,Johnny Foley's Irish House,243 O'Farrell St,94102,2019-07-10,87.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
1844,15 Romolo,15 Romolo Pl,94133,2018-06-04,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
24024,Kabuki Cinema Bistro Bar,1881 Post St Level 2,94115,2018-08-17,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,11.0
27964,Little Star Pizza Valencia,400 Valencia St,94103,2018-05-07,91.0,Routine - Unscheduled,Improper cooling methods,High Risk,5.0
2580,CAFE MARS,798 BRANNAN St,94103,2018-06-18,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0
7755,ARIZMENDI BAKERY,1331 09th Ave,94122,2017-08-16,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,11.0
1036,ALAMO SQUARE,803 FILLMORE St,94117,2018-05-15,85.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,11.0
5988,Curry Senior Center,333 Turk St,94102,2017-02-16,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
5955,SF CHRISTIAN DAY SCHOOL,25 WHITTIER St,94112,2018-12-07,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,1.0
29428,Gamine,2223 UNION St,94123,2017-05-31,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,6.0
7055,EVERGREEN MARKET,2539 MISSION St,94110,2018-07-11,75.0,Routine - Unscheduled,Other high risk violation,High Risk,2.0
3924,Ladle and Leaf,221 Montgomery St,94104,2019-02-27,87.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
34708,Piqueos LLC,830 CORTLAND Ave,94110,2018-03-13,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
5033,DESTINATION BAKING COMPANY,598 Chenery St,94131,2017-01-04,86.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,5.0
35199,Pho #1,2571 SAN BRUNO Ave,94134,2017-01-03,79.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,2.0
60334,Tenroku Ramen #2,4435 MISSION St,94112,2018-04-26,80.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,1.0
3707,Zingari,501 Post St,94102,2019-03-21,91.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,3.0
5895,Downtown High School,693 VERMONT St,94107,2018-11-15,98.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,9.0
64454,Sushirrito,59 New Montgomery St,94105,2018-12-13,82.0,Routine - Unscheduled,Improper cooling methods,High Risk,10.0
32835,The Pizza Place,3901 Noriega Street,94122,2018-07-27,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
2610,CAFE LA BOHEME,3318 24th St,94110,2016-10-17,90.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,2.0
48,ART'S CAFE,747 IRVING St,94122,2018-10-11,87.0,Routine - Unscheduled,High risk vermin infestation,High Risk,11.0
64843,Palmyra,700 HAIGHT St,94117,2018-05-02,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
13831,Focaccia Market Bakery,119 Sacramento St A,94111,2017-11-15,83.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
33911,B Star,127 CLEMENT St,94118,2018-01-10,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,4.0
3677,Mollie Stone's Tower Market,635 Portola Drive,94127,2018-07-18,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,8.0
59289,Golden Gate Dim Sum Seafood,1829 Clement St,94121,2018-07-30,78.0,Routine - Unscheduled,High risk food holding temperature,High Risk,4.0
7600,MV Vallejo,Pier 41,94133,2018-01-19,98.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
4718,MAY FLOWER MKT.,2498 FILLMORE St,94115,2019-09-30,83.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,6.0
34066,Jitlada Thai Cuisine,1826 B Buchanan St,94115,2019-01-24,84.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,6.0
63615,Saiwaii Ramen,2240 IRVING St,94122,2017-01-10,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,7.0
7558,Seafood Center,831 Clement St,94118,2017-03-27,92.0,Routine - Unscheduled,Improper food storage,Low Risk,4.0
62765,Great India Restaurant,6127 GEARY Blvd,94121,2016-11-16,83.0,Routine - Unscheduled,High risk food holding temperature,High Risk,4.0
1668,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,94124,2018-05-01,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,2.0
60628,Phillies,932 GENEVA Ave,94112,2019-05-21,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,1.0
6768,PING'S MEAT MARKET,0239 BALBOA St,94118,2018-09-07,89.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,4.0
2109,ANH HONG PHU-NHUAN RESTAURANT,808 GEARY St,94109,2019-06-06,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
2542,PETER D'S RESTAURANT,2201 Van Ness St,94109,2017-12-08,65.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,6.0
5844,CLARENDON ELEMENTARY SCHOOL,500 CLARENDON Ave,94131,2018-02-28,96.0,Routine - Unscheduled,Reservice of previously served foods,Moderate Risk,8.0
3032,CHIPOTLE MEXICAN GRILL,126 NEW MONTGOMERY St,94105,2019-02-28,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
2420,TAQUERIA SAN FRANCISCO,3230 24th St,94110,2017-07-24,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
3586,The Pig & Whistle,2801 GEARY Blvd,94118,2019-08-05,83.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,4.0
3728,"GOLD CLUB, THE",650 HOWARD St,94105,2018-03-23,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
36494,Blue Bottle Cafe,66 Mint St,94103,2018-02-05,91.0,Routine - Unscheduled,High risk food holding temperature,High Risk,10.0
1434,HOLEY BAGEL BAKERY,3872 24th St,94114,2019-08-29,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0
63503,Mason Street Deli and Market,39 MASON,94102,2017-09-29,88.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,10.0
1193,PEET'S COFFEES & TEAS,3419 CALIFORNIA St,94118,2018-02-06,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,6.0
5835,Rosa Parks Elementary School,1501 O'Farrell St,94115,2018-05-24,93.0,Routine - Unscheduled,High risk vermin infestation,High Risk,11.0
7407,TRADER JOE'S,555 09th St,94103,2018-05-10,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0
63488,The Salad Place,400 London St,94112,2018-03-22,94.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,1.0
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,94112,2019-09-10,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
5919,SAN FRANCISCO DAY SCHOOL,350 MASONIC St,94118,2016-10-13,98.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,11.0
35221,Golden Flower Vietnamese Restaurant,667 Jackson St,94133,2019-07-09,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
2996,PALOMINO EURO-BISTRO,345 SPEAR St,94105,2018-04-25,85.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0
62179,Pampanguena Cuisine,4441 Mission St,94112,2019-05-23,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,1.0
4627,Guerra Quality Meats,490 Taraval,94116,2018-02-27,90.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,8.0
3031,Victor's Pizza,1411 Polk St,94109,2017-08-07,79.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
1318,GORDO TAQUERIA #6,5450 GEARY Blvd,94121,2018-07-10,86.0,Routine - Unscheduled,Improper cooling methods,High Risk,4.0
3165,HAN IL KWAN,1802 BALBOA St,94121,2018-05-07,77.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0
155,CAFE COLE,609 Cole St,94117,2018-08-21,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,11.0
2418,MANIVANH THAI RESTAURANT,2732 24th St,94110,2017-11-13,80.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
33468,Stacks Restaurant,501 Hayes St,94102,2017-07-24,80.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0
6860,Searchlight Market,1964 Hyde St,94109,2017-12-14,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
876,"PATPONG THAI CUISINE, INC.",2415 CLEMENT St,94121,2019-05-23,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
3221,PASQUALES,700 IRVING St,94122,2018-06-08,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,11.0
7534,RUSSELL'S CONVENIENCE #605,333 MARKET St,94105,2017-02-24,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
36571,Pagan Restaurant,3199 CLEMENT St,94121,2017-08-18,85.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,4.0
3112,Lori's Diner,500 Sutter St,94102,2019-09-10,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
6032,FRANCIS OF ASSISI SENIOR MEALS PROG,145 Guerrero St,94103,2018-04-10,92.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0
2336,Ristorante Ti Piacera,1507 Polk St,94109,2018-10-25,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,3.0
1323,THE BLACK HORSE LONDON DELI,1514 UNION St,94123,2017-11-27,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6.0
38258,Hong Kong Bakery,4711 MISSION St,94112,2017-08-08,75.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,1.0
2690,LOS PANCHOS,3206 MISSION St,94110,2019-07-08,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk,2.0
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,94112,2019-04-16,83.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,1.0
2858,Kokkari,200 Jackson St,94111,2019-03-07,87.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,3.0
4774,BAYSIDE MARKET,120 BRANNAN St,94107,2018-10-17,83.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
37038,Live Sushi Bar,2001 17th St,94103,2017-01-31,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,9.0
2797,MELS DRIVE-IN,1050 VAN NESS Ave,94109,2017-11-01,81.0,Routine - Unscheduled,High risk food holding temperature,High Risk,11.0
302,MOULIN ROUGE,887 GEARY St,94109,2019-03-06,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0
5805,ORTEGA ELEMENTARY SCHOOL,400 Sargent St,94132,2019-02-22,90.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,1.0
538,Marnee Thai Restaurant,2225 Irving St,94122,2018-12-05,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,7.0
1870,Cafe Tiramisu,28 Belden Pl,94104,2019-06-18,86.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,3.0
5805,ORTEGA ELEMENTARY SCHOOL,400 Sargent St,94132,2018-02-20,87.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,1.0
59577,Pasta Moto of San Francisco Centre LLC,845 Market St FE6,94103,2018-03-02,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0
1579,Nick's Lighthouse,Foot of Taylor St 5,94133,2018-10-03,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
38442,Yum Yum Hunan,1828 DIVISADERO St,94115,2019-04-30,71.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,6.0
1127,Starbucks Coffee,555 California St,94104,2019-04-23,96.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,3.0
5144,POPEYES CHICKEN & BISCUIT,599 DIVISADERO St,94117,2018-07-18,92.0,Routine - Unscheduled,Improper food storage,Low Risk,11.0
315,The Posh Bagel,495A CASTRO St,94114,2018-07-23,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
121,Akikos Sushi,431 Bush St,94108,2018-05-14,90.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,3.0
59986,Tsunami Panhandle,1306 Fulton St,94117,2019-06-26,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
3738,CINDERELLA BAKERY & CAFE,0436 BALBOA St,94118,2018-08-08,96.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,4.0
5905,MARINA MIDDLE SCHOOL,3500 FILLMORE St,94123,2019-09-25,94.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,6.0
9164,WORKING GIRLS' CAFE #4,122 NEW MONTGOMERY STREET,94105,2019-05-13,92.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
874,Pancho's Salsa Bar & Grill,1639 Polk St,94109,2019-02-22,96.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
1973,MY FAVORITE CAFE,2110 CLEMENT St,94121,2016-10-13,69.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,4.0
38929,Jelly Donut,3198 24th St,94110,2016-12-21,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
4672,IRVING SEAFOOD MARKET,2130 IRVING St,94122,2016-12-06,84.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
1932,Five Happiness,4142 Geary Blvd,94118,2017-11-30,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
20367,Manila Oriental Market,4175 MISSION St,94112,2017-11-17,76.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,1.0
34858,The Mary Elizabeth Inn,1040 Bush St,94109,2019-07-01,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
7503,The Daily Habit,1 Maritime Plaza,94111,2019-04-30,100.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
5252,DAY DARMET CATERING,1068 Revere Ave,94124,2017-01-23,84.0,Routine - Unscheduled,High risk vermin infestation,High Risk,9.0
7772,LA REYNA BAKERY,3114 24th St,94110,2017-11-17,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
