business_id,business_name,business_address,business_postal_code,inspection_date,inspection_score,inspection_type,violation_description,risk_category,current_supervisor_districts
3649,SAFEWAY #1490,2300 16th St,94103,2017-12-06,82.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,9.0
2929,Academy of Arts University,1055 Pine St,94109,2018-06-04,98.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
3025,PEKING RESTAURANT,1375 NORIEGA St,94122,2018-03-14,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,7.0
2334,LA PAZ RESTAURANT,1028 POTRERO Ave,94110,2017-11-28,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2.0
37350,Press Club,20 Yerba Buena Ln,94103,2019-04-12,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0
99,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,94108,2018-08-08,84.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,3.0
19076,Star India Restaurant,3721 GEARY Blvd,94118,2018-10-22,85.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0
247,Toy Boat Dessert Cafe,401 Clement St,94118,2016-11-14,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,4.0
184,RADIO HABANA,1109 VALENCIA St,94110,2018-02-13,90.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,2.0
3594,CELIAS RESTAURANT,4019 JUDAH St,94122,2018-06-21,90.0,Routine - Unscheduled,Improper food storage,Low Risk,7.0
19094,Rigolo,3465 California St,94118,2018-02-22,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6.0
1154,SUNFLOWER RESTAURANT,506 Valencia St,94103,2019-03-27,46.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
1636,AXUM,698 Haight St,94117,2018-10-03,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,11.0
36758,UVA Enoteca,568 Haight St,94117,2018-10-03,89.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,11.0
2926,Luques Restaurant & Bar,433 Powell St,94102,2017-03-16,82.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
2131,DRAGON WELL,2142 CHESTNUT St,94123,2017-12-14,92.0,Routine - Unscheduled,Improper food storage,Low Risk,6.0
14740,Eggette Cafe,3136 Noriega St,94122,2019-09-20,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
7764,YASUKOCHI'S SWEET SHOP,1790 SUTTER St,94115,2018-07-18,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,11.0
37482,Bursa,60 West Portal Ave.,94127,2018-02-22,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,8.0
39295,Warfield Theatre/F & B Associates,982 Market St,94102,2018-02-07,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,10.0
33920,Lalita Thai Restaurant & Bar,96 McAllister St,94102,2017-09-27,84.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk,10.0
36348,El Tepa,2198 Folsom St,94110,2019-10-02,77.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
1289,ORPHAN ANDY'S,3991 A 17th St,94114,2016-12-06,94.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0
4868,NABILA'S HAYES VALLEY HEALTH FOOD,559 HAYES St,94102,2017-07-06,90.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,11.0
409,EL FARO,82 01st St,94105,2017-06-27,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
35565,Daldas Market,200 Eddy St,94102,2017-09-05,87.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
60518,Ninki Sushi Bar & Restaurant,1439 TARAVAL St,94116,2017-08-24,78.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,7.0
64454,Sushirrito,59 New Montgomery St,94105,2019-06-25,80.0,Routine - Unscheduled,Improper cooling methods,High Risk,10.0
60355,Taqueria Castillo B,86 McAllister St,94102,2017-09-27,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,10.0
510,Donut Time,2401 Noriega St,94122,2016-11-09,87.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,7.0
73,Santino's Vino,2101 Fillmore St,94115,2017-11-29,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6.0
7772,LA REYNA BAKERY,3114 24th St,94110,2019-01-08,84.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
59934,Ted's Sports Bar & Grill,312 HARRIET St,94103,2018-02-12,92.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,10.0
59044,Taqueria Cazadores,1600 C Mission St,94110,2018-01-22,78.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,94132,2017-08-18,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,8.0
3046,Mollie Stone's Grand Central Market,2435 CALIFORNIA St,94115,2017-05-05,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,6.0
3838,CAFE PICARO,3120 16th St,94103,2018-02-22,72.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0
2995,CAFE ROCCO,1131 FOLSOM St,94103,2019-03-05,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0
38258,Hong Kong Bakery,4711 MISSION St,94112,2019-01-08,68.0,Routine - Unscheduled,High risk vermin infestation,High Risk,1.0
6636,STARBUCKS,1390 MARKET St,94102,2018-04-17,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
17947,Um Ma Son,5850 GEARY BLVD,94121,2019-06-18,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
30532,Roadhouse Cafe,5191 03rd St,94124,2019-09-25,78.0,Routine - Unscheduled,High risk food holding temperature,High Risk,9.0
786,Piperade,1015 Battery St,94111,2019-09-06,90.0,Routine - Unscheduled,Inadequate sewage or wastewater disposal,Moderate Risk,3.0
63503,Mason Street Deli and Market,39 MASON,94102,2018-06-04,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
1300,WE BE SUSHI,1071 VALENCIA St,94110,2017-10-05,74.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
4608,Gourmet Kitchen,1051 Stockton St,94108,2017-08-01,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
1742,McAllister Grocery & Deli,136 McAllister St,94102,2017-02-14,83.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,10.0
34411,Gabby's Market & Deli,201 Harrison St C,94105,2019-09-13,98.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
4844,SAFEWAY #909,730 TARAVAL,94116,2017-08-29,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,8.0
786,Piperade,1015 Battery St,94111,2019-02-15,96.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,94116,2018-09-24,75.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,7.0
58745,San Francisco Tennis Club,645 05th St,94107,2017-01-12,85.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,10.0
2919,OMNI S.F. Hotel - Restaurant & Bar,"500 California St, 1st Floor",94104,2019-05-01,94.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
3006,Local Roots Leidesdorff,70 Leidesdorff St,94104,2017-10-26,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
557,TASTEBUDS,600 05th Ave,94118,2018-09-05,83.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0
6677,SNACK & BOTTLE SHOP,644 PERSIA Ave,94112,2017-07-11,94.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,1.0
1664,PANDA EXPRESS,865 MARKET St C24,94103,2019-08-22,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
3796,Johnny Foley's Irish House,243 O'Farrell St,94102,2017-04-17,90.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,3.0
61514,Foods Co #357,1800 FOLSOM St,94103,2018-04-25,88.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
6739,Jamie Supermarket,1135 Stockton St,94133,2016-12-20,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
5267,Knights Catering,255 MENDELL STREET,94124,2019-07-17,96.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,9.0
1582,Caffe Bianco,39 Sutter St,94104,2017-11-28,79.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
32671,La Taqueria Guadalajara,3146 24th St,94110,2018-05-08,75.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,2.0
58922,Naples Pizzarella,1192 GENEVA Ave,94112,2017-09-13,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,1.0
3165,HAN IL KWAN,1802 BALBOA St,94121,2018-11-27,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
33160,Mission Bay Cafe,550 Terry Francois St,94158,2016-12-05,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
2145,FRINGALE,570 04th St,94107,2018-05-17,87.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,10.0
8948,SEGAFREDO,33 Powell St,94103,2018-02-08,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
2334,LA PAZ RESTAURANT,1028 POTRERO Ave,94110,2019-05-09,81.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
57698,China Fun Express,211 Kearny St,94108,2019-08-29,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,3.0
943,EL CASTILLITO TAQUERIA INC.,136 CHURCH St,94114,2018-04-26,76.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
4874,JUMP START COFFEE & GROCERY,1192 GUERRERO St,94110,2017-08-15,88.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,5.0
59577,Pasta Moto of San Francisco Centre LLC,845 Market St FE6,94103,2019-02-06,73.0,Routine - Unscheduled,Improper cooling methods,High Risk,10.0
884,House of Nanking,919 Kearny St,94133,2016-10-05,83.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
2336,Ristorante Ti Piacera,1507 Polk St,94109,2018-02-27,86.0,Routine - Unscheduled,Noncompliance with shell fish tags or display,Moderate Risk,3.0
1426,SWEET DELIGHT BAKERY,4476A MISSION,94112,2016-10-26,70.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk,1.0
5144,POPEYES CHICKEN & BISCUIT,599 DIVISADERO St,94117,2017-06-01,90.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,11.0
38798,K's Kitchen,757 Monterey Blvd,94127,2017-09-28,94.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,8.0
5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,94114,2019-09-25,93.0,Routine - Unscheduled,No hot water or running water,High Risk,5.0
488,The House,1230 Grant Ave,94133,2018-01-16,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
59988,The Little Chihuahua,292 Divisadero St,94117,2019-04-24,84.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,11.0
64667,Jasmine Rae Bakery,1890 Bryant St #309,94110,2019-09-10,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
60331,Sunflower Potrero Hill,288 CONNECTICUT St,94107,2017-01-24,71.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,9.0
39776,Duc Loi Supermarket,2200 MISSION St,94110,2019-04-22,65.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
5124,PIZZA HUT #758280,728 GEARY St,94109,2017-10-12,96.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,10.0
64076,The Sycamore,2140 MISSION St,94110,2017-11-06,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
2519,PACIFIC PLAZA CAFE,1340 FRANKLIN St,94109,2019-07-09,90.0,Routine - Unscheduled,Improper food storage,Low Risk,6.0
63121,Sodini's Restaurant,510 Green St,94133,2019-06-05,86.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,3.0
4416,Sweetie's,475 Francisco St,94133,2017-10-12,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
63653,SFDH - Scala's Bistro Restaurant,450 Powell St 1st Floor,94102,2019-09-04,83.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
32625,Korean Village Restaurant,4611 GEARY Blvd,94118,2019-04-25,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
2426,BOOGALOOS,3296 22nd St,94110,2018-05-08,89.0,Routine - Unscheduled,Improper cooling methods,High Risk,2.0
2234,Kam Lok Restaurant,834 Washington St,94108,2019-01-07,72.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
1075,"SANDWICH PLACE, THE",2029 MISSION St,94110,2019-09-26,94.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
63121,Sodini's Restaurant,510 Green St,94133,2018-06-11,81.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
2854,SANRAKU,101 04th St 1/F,94103,2019-03-13,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
13218,"LESLIE A. HENNESSY, INC.",545 02nd St,94107,2017-08-29,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0
792,Boudin Bakery,Pier 39  Front,94133,2019-06-26,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
38072,6001 California Market,6001 California St,94121,2018-09-25,73.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
7645,LUCKY PORK MARKET,2659 MISSION St,94110,2016-12-30,90.0,Routine - Unscheduled,Improper food storage,Low Risk,2.0
33442,Miller's East Coast Deli,1725 Polk St,94109,2018-01-31,87.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
999,SERRANO'S PIZZA II,3274 21st St,94110,2017-07-14,77.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
63413,Mymy,1500 California St,94109,2017-02-02,94.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,3.0
35805,Hard Knox Cafe,2448 Clement,94121,2019-06-19,83.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
61285,Cocola,3251 20th Ave 186,94132,2019-03-22,91.0,Routine - Unscheduled,High risk food holding temperature,High Risk,8.0
1243,JAVA SUPREME,0703 GUERRERO St,94110,2017-10-12,87.0,Routine - Unscheduled,High risk vermin infestation,High Risk,5.0
3495,Ryoko's,619 Taylor St,94102,2019-06-26,90.0,Routine - Unscheduled,Other low risk violation,Low Risk,3.0
2893,FOREIGN CINEMA,2534 MISSION St,94110,2017-09-19,86.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,2.0
2233,The AA Bakery & Cafe,1068 Stockton St,94108,2019-07-08,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,94112,2017-03-02,84.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,1.0
37688,Peet's Coffee & Tea,370 04th St,94107,2019-06-04,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
3858,HUNAN RESTAURANT,110 NATOMA St,94105,2018-05-01,92.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,10.0
7661,DONA TERE'S MARKET,2780 21st St,94110,2017-07-19,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
57630,The Dry Dock,2118 Greenwich St,94123,2018-02-09,96.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,6.0
2836,Hard Rock Cafe,Pier 39  Building Q1,94133,2018-06-12,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
3267,The Olive Garden Italian,3251 20th Ave,94132,2018-05-10,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,8.0
403,HAAGEN-DAZS #561,865 MARKET St,94103,2018-04-30,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
35591,The Monk's Kettle,3141 16TH St,94103,2018-01-09,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,5.0
4672,IRVING SEAFOOD MARKET,2130 IRVING St,94122,2017-11-20,84.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,7.0
2156,GOAT HILL PIZZA,300 CONNECTICUT St,94107,2017-11-21,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,9.0
63757,Ajisen Ramen,865 Market St #STC-12,94103,2018-01-08,80.0,Routine - Unscheduled,No hot water or running water,High Risk,10.0
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,94103,2019-01-11,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,9.0
7493,MR. PICKLE'S SANDWICH SHOP,3380 20th St,94110,2017-05-17,85.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,2.0
3272,Cigar Bar and Grill,850 Montgomery St,94133,2019-04-30,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
34221,"Campton Place SF, A Taj Hotel-Restaurant",340 Stockton St,94108,2018-05-01,89.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
59828,Tip Top Market,84 Turk St,94102,2019-08-20,55.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk,10.0
5854,Gateway High/Kip Schools,1430 Scott St,94115,2018-02-27,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
2933,Castagnola's Restaurant,286 Jefferson St,94133,2018-02-08,79.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
64835,Jane,2123 Fillmore St,94115,2016-10-24,84.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,6.0
3578,Neiman Marcus - Rotunda,150 Stockton St,94108,2017-03-22,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
61056,Town School For Boys,2750 JACKSON St,94115,2017-09-05,92.0,Routine - Unscheduled,Improper food storage,Low Risk,6.0
1579,Nick's Lighthouse,Foot of Taylor St 5,94133,2017-12-11,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
36589,Catering With Style,2800 BRYANT St,94110,2018-06-04,67.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,2.0
64154,"Yummy Dim Sum & Fast Food, LLC",930 Stockton St,94108,2017-11-09,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
62277,Tacos San Buena,16th & Shotwell St,94102,2018-02-21,87.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,10.0
2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA St,94122,2016-11-30,79.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,7.0
3190,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,94122,2019-01-10,70.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,7.0
552,Loi's Vietnamese Restaurant,2228 Irving St,94122,2017-08-15,81.0,Routine - Unscheduled,Improper food storage,Low Risk,7.0
3082,ONE MARKET RESTAURANT,1 MARKET St,94105,2018-01-24,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
32872,Matador,679 Sutter St,94102,2017-02-09,80.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
874,Pancho's Salsa Bar & Grill,1639 Polk St,94109,2017-09-08,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
32919,New Princess Market,500 Eddy St,94109,2018-05-01,70.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk,10.0
3738,CINDERELLA BAKERY & CAFE,0436 BALBOA St,94118,2019-03-12,87.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,4.0
32925,Papalote,3409 24th St,94110,2017-08-10,78.0,Routine - Unscheduled,High risk vermin infestation,High Risk,5.0
4777,SOUTH BEACH CAFE,800 EMBARCADERO St,94107,2019-02-12,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
63169,Grand Coffee,2663 Mission St,94110,2018-07-17,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2.0
18767,Wonderful Dessert & Cafe,2035 IRVING St,94122,2017-09-06,86.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,7.0
268,LOS HERMANOS,2026 CHESTNUT St,94123,2019-08-13,82.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk,6.0
2737,CAFFE' ROMA,885 Bryant St,94103,2017-07-25,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
5796,APTOS MIDDLE SCHOOL,105 APTOS Ave,94127,2017-08-25,98.0,Routine - Unscheduled,Improper food storage,Low Risk,8.0
7087,VALENCIA FARMER'S MARKET,1299 VALENCIA St,94110,2018-03-08,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk,2.0
1619,BENDERS BAR & GRILL,800-806 SOUTH VAN NESS Ave,94110,2018-04-03,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,2.0
816,B & J QUARTER POUNDER BURGERS,6202 03rd St,94124,2018-11-27,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,9.0
25161,Westin St Francis - Main Kitchen,335 Powell St 2nd Floor,94102,2019-06-10,96.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,3.0
2638,SF BAGEL CO. (KATZ BAGELS),3147 16th St,94103,2018-08-30,86.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,5.0
102,Akiko's Sushi Bar,542A Mason St,94102,2018-03-02,86.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,3.0
27350,18th Street Commissary,3334 18th St,94110,2019-06-27,75.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,2.0
3429,"Safeway Stores, Inc. #1206",350 Bay St,94133,2017-11-21,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
25167,Glaze Donuts,4499 Mission St A,94112,2016-12-08,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,1.0
3256,"Connection, The",5740 MISSION St,94112,2016-10-05,87.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,1.0
63169,Grand Coffee,2663 Mission St,94110,2016-12-30,81.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
1692,Plouf,40 Belden Pl,94104,2018-10-30,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
23273,Mike Market,2200 SILVER Ave,94124,2017-12-18,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,9.0
34858,The Mary Elizabeth Inn,1040 Bush St,94109,2017-04-24,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
1021,LA SANTANECA DE LA MISSION,2815 MISSION St,94110,2017-09-12,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,2.0
639,Swan Oyster Depot,1517 Polk St,94109,2019-09-17,94.0,Routine - Unscheduled,Noncompliance with shell fish tags or display,Moderate Risk,3.0
7243,CASA LUCAS #3,4555 MISSION St,94112,2019-02-20,75.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,1.0
7489,GAS & SHOP,599 South Van Ness Ave,94110,2017-11-14,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
12970,LA COCINA,2948 FOLSOM STREET,94110,2019-09-25,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,94115,2018-05-04,74.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,6.0
1345,Cordon Bleu,1574 California St,94109,2018-06-26,80.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,3.0
1347,CREPES ON COLE,100 CARL St,94117,2019-05-07,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,11.0
4502,LA LOMA PRODUCE #7,2695 San Bruno Ave,94134,2016-11-02,82.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,2.0
2523,VENICE PIZZA AND RESTAURANT,5228 MISSION St,94112,2017-08-02,88.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,1.0
1757,Dar Bar Pakistani/Indian Cusine,1412 Polk St,94109,2019-04-16,81.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
2293,GOLD MIRROR ITALIAN RESTAURANT,800 TARAVAL,94116,2018-06-05,96.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,8.0
61856,Yoppi Yogurt,101 California St,94111,2018-05-23,94.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
2426,BOOGALOOS,3296 22nd St,94110,2019-05-09,83.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
34611,Napoleon Super Bakery Corp,1049 Stockton St,94108,2017-08-01,81.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
5998,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,94103,2018-04-09,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
62779,SF Third Street Shell,551 03rd St,94107,2018-06-14,84.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0
39176,Crave,2164 Polk St,94109,2017-12-19,79.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
1912,Cafe Bakery,1345 Noriega St,94122,2018-03-14,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,7.0
5926,"SAN FRANCISCO SCHOOL, THE",300 GAVEN St,94134,2018-10-18,93.0,Routine - Unscheduled,No hot water or running water,High Risk,2.0
36614,Poesia,4072 18th St,94114,2018-07-25,83.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,5.0
470,Franchino,347 Columbus Ave,94133,2018-05-23,92.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,3.0
2252,Niji Japanese Grille,50 Post St Space #53,94104,2019-07-15,96.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
